id,company_name,address_1,address_2,address_3,post_code,post_town,county,country,region,head_office_country,domain,phone,location_type,company_email,founded_date,company_age,industry,company_size,annual_revenue,annual_revenue_source,annual_revenue_confidence,full_address,company_name_status,company_name_issue,industry_status,industry_issue,head_office_country_status,head_office_country_issue,company_age_status,company_age_issue,domain_status,domain_issue
2188,"Jones, Wilson and Brown",00 Joanna Creek,,Studio 20R,L0D 8JY,Albertshire,Leicestershire,,East of England,England,Unknown Domain,4327402019.0,Head Office,cooperlucy@sanders.net,2019-04-10,49.0,Unknown Industry,200.0,6109570.0,original,1.0,"00 Joanna Creek, , Studio 20R",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2271,Cooke PLC,1 Jordan Harbor,,Flat 69I,B75 7WP,Thomasmouth,Surrey,England,North West England,Not Specified,Unknown Domain,8203707932.0,Single Site,grahambell@heath.net,,30.0,Retail,100.0,2992563.0,original,1.0,"1 Jordan Harbor, , Flat 69I",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2236,"Moran, Lawrence and Armstrong","Flat 11N
Evans Point",,Studio 98,G2C 9PX,,Shetland Islands,,Yorkshire And The Humber,England,Unknown Domain,Not Provided,Single Site,amorgan@morley.com,1984-09-13,32.0,Health Care,Unknown,5901629.0,median_imputed,0.5,"Flat 11N
Evans Point, , Studio 98",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2487,"Young, Lewis and Reynolds","Studio 3
Jemma Shoal",,Studio 2,W85 0DD,New Guy,Tyne and Wear,England,South East England,England,stevens.net,1924259340.0,Single Site,Not Provided,1994-03-11,31.0,Retail,100.0,10812846.0,original,1.0,"Studio 3
Jemma Shoal, , Studio 2",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2117,"Lowe, Garner and Thomas",3 Fox Heights,,,PO12 7XD,North Damian,Nottinghamshire,England,East Midlands,England,Unknown Domain,Not Provided,Branch,jennifer03@smith.org,1982-02-11,43.0,Marketing,Unknown,3866088.0,original,1.0,3 Fox Heights,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2692,Wallace-Bradshaw,"Flat 14V
Johnson Motorway",,Flat 9,TN0N 5DP,West Mohamed,Somerset,England,,Not Specified,martin.com,7973872233.0,Head Office,Not Provided,1979-12-19,46.0,Education,Unknown,11574633.0,original,1.0,"Flat 14V
Johnson Motorway, , Flat 9",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2512,Clark-Watson,"Flat 7
Gibson Lodge",,Flat 9,M36 6UD,Rileystad,Clackmannanshire,England,East Midlands,Not Specified,austin.com,Not Provided,Head Office,jennabarker@saunders.com,,28.0,Marketing,200.0,5643247.622293681,model_imputed,0.6,"Flat 7
Gibson Lodge, , Flat 9",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2825,Kirby Group,"Flat 9
Gallagher Burg",,Studio 69,LS2W 1DE,Lake Jeffreyshire,Shetland Islands,,North West England,Not Specified,morris.info,2372488661.0,Single Site,dale22@brown-swift.info,2022-08-01,20.0,IT,100.0,7424379.0,median_imputed,0.5,"Flat 9
Gallagher Burg, , Studio 69",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2591,Kelly-Carr,306 Clark Camp,,Studio 83B,,Conorview,Highland,,London,England,ali.net,8393022185.0,,derekhayward@mclean.com,,49.0,Unknown Industry,Unknown,10126283.0,original,1.0,"306 Clark Camp, , Studio 83B",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2126,Harper PLC,"Studio 6
Ryan Cape",,Studio 94,L4 2RP,Michaelbury,Renfrewshire,England,North West England,England,hurst-fleming.info,1968378111.0,Head Office,Not Provided,,17.0,Automotive,50.0,6630978.0,original,1.0,"Studio 6
Ryan Cape, , Studio 94",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2116,Lee Ltd,7 Daniel Extension,,Flat 61T,S3 6GG,West Lindaport,,England,Yorkshire And The Humber,England,Unknown Domain,5858889362.0,,christopherwilliams@turnbull.com,,11.0,Retail,20.0,11295250.0,original,1.0,"7 Daniel Extension, , Flat 61T",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2473,Frost Group,"Flat 80
Albert Lights",,Studio 2,,Slaterfort,Cardiganshire,England,London,England,fox-johnson.biz,Not Provided,Head Office,jordan63@barnett.com,,44.0,Marketing,50.0,3977821.0,original,1.0,"Flat 80
Albert Lights, , Studio 2",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2693,Jackson-Anderson,"Studio 1
Aimee Trail",,Studio 4,,,Wiltshire,England,Yorkshire And The Humber,England,Unknown Domain,2096691361.0,,Not Provided,,Unknown,Unknown Industry,200.0,7601537.0,original,1.0,"Studio 1
Aimee Trail, , Studio 4",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2057,Wright PLC,"Flat 8
Gerald Trail",,Studio 53,SO8 3JP,Port Abigail,Shetland Islands,England,East of England,England,Unknown Domain,Not Provided,,pricejack@mann.com,1982-06-08,43.0,Hospitality,20.0,6914963.0,original,1.0,"Flat 8
Gerald Trail, , Studio 53",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2863,Ashton PLC,75 Norman Fall,,Flat 70M,SA5V 6NB,Marcmouth,East Renfrewshire,,London,England,hall-stevens.net,5639550010.0,Branch,wrightsophie@morris.com,2025-10-15,0.0,Manufacturing,Unknown,2209670.0,original,1.0,"75 Norman Fall, , Flat 70M",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2912,Ellis Inc,7 Price Divide,,,,North Katie,West Sussex,,East of England,England,bartlett.net,7058725368.0,Single Site,shane27@kelly-barker.com,,5.0,Retail,20.0,3257379.0,original,1.0,7 Price Divide,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2369,Scott LLC,"Studio 68
Nathan Landing",,Studio 79,,,Nottinghamshire,England,,England,wilson.co.uk,Not Provided,Branch,laurenjohnson@ball.com,,Unknown,Manufacturing,Unknown,4178437.0,original,1.0,"Studio 68
Nathan Landing, , Studio 79",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2268,Hayes-Smart,653 Paul Trail,,Studio 79,NW13 6AZ,West Lydia,Aberdeen City,,London,England,hicks.biz,9462261212.0,Head Office,Not Provided,,22.0,Retail,Unknown,9584425.0,original,1.0,"653 Paul Trail, , Studio 79",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2046,"Hammond, Cox and Walker","Studio 48X
Clive Summit",,,,Gardinerborough,Cleveland,England,London,England,Unknown Domain,3171873059.0,,dawnhaynes@cox.com,1998-08-12,27.0,Unknown Industry,200.0,7639863.0,original,1.0,"Studio 48X
Clive Summit",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2349,"Robertson, Davis and Patel","Flat 72E
Harrison Views",,Studio 14P,PH1 8GY,Philliptown,,,,Not Specified,Unknown Domain,2132422114.0,,Not Provided,,31.0,Hospitality,50.0,10541763.0,original,1.0,"Flat 72E
Harrison Views, , Studio 14P",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2195,Knight-Morgan,"Studio 0
Joel Route",,Studio 14,DN95 1WB,Grantburgh,Cardiganshire,,West Midlands,England,nicholson.com,3447688670.0,Branch,eahmed@dyer.com,,Unknown,Education,Unknown,6565326.0,original,1.0,"Studio 0
Joel Route, , Studio 14",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2842,"Lewis, Bailey and Smith",95 Damian Orchard,,Studio 84L,,Kerrymouth,Anglesey,England,Yorkshire And The Humber,England,Unknown Domain,6245019534.0,Single Site,beverley82@martin.net,,17.0,Education,Unknown,6198738.312358139,median_imputed,0.5,"95 Damian Orchard, , Studio 84L",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2834,"Moran, Potts and Collins","Flat 98Q
Eleanor Cliffs",,Studio 04R,W5D 9RJ,North Antony,Surrey,,West Midlands,England,martin.org,1075916527.0,Head Office,geoffreydavies@green-anderson.com,,Unknown,Automotive,100.0,1238337.0,original,1.0,"Flat 98Q
Eleanor Cliffs, , Studio 04R",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2736,Grant PLC,8 Christine Fords,,,IM93 3RL,,,England,,England,law.net,4482422618.0,Head Office,Not Provided,,2.0,Marketing,200.0,5364219.0,original,1.0,8 Christine Fords,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2263,Cooper Group,04 Coleman Throughway,,Studio 18J,CH6W 0FS,Laneshire,Nottinghamshire,,,England,Unknown Domain,Not Provided,Head Office,carl82@hall.co.uk,2004-05-02,9.0,Manufacturing,100.0,3718341.0,original,1.0,"04 Coleman Throughway, , Studio 18J",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2443,Tucker-Bates,"Studio 97L
Yvonne Stream",,Studio 92,,South Georginaburgh,Devon,England,South East England,Not Specified,hamilton-field.com,Not Provided,Branch,lisaturner@harrison-williams.biz,,49.0,Unknown Industry,200.0,6758617.633332491,median_imputed,0.5,"Studio 97L
Yvonne Stream, , Studio 92",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2675,"Jones, Moran and Hawkins","Studio 86U
Godfrey Fords",,Flat 7,,Mathewhaven,,England,,England,fletcher.com,8424547267.0,Branch,benjamin98@bennett-rogers.info,2010-08-15,29.0,Construction,Unknown,4713925.0,median_imputed,0.5,"Studio 86U
Godfrey Fords, , Flat 7",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2304,Evans-Jones,23 Giles Fords,,Studio 6,,,,England,Yorkshire And The Humber,Not Specified,newton.com,8940183063.0,Branch,fbarnes@griffiths-smith.co.uk,,16.0,Marketing,Unknown,5484383.078470862,median_imputed,0.5,"23 Giles Fords, , Studio 6",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2341,Clark and Sons,"Studio 26R
Berry Route",,Flat 85K,M8 1DR,Richardsonberg,Warwickshire,England,East of England,England,macdonald.com,2646554185.0,Single Site,lynne71@lawrence.org,,31.0,Transportation,Unknown,6419936.0,original,1.0,"Studio 26R
Berry Route, , Flat 85K",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2155,Rowe Group,6 George Shore,,Studio 67X,HD9 4DB,Ingramshire,Greater London,England,,Not Specified,morris.biz,Not Provided,,mohammeddaniels@james.info,,46.0,IT,20.0,7291957.0,original,1.0,"6 George Shore, , Studio 67X",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2149,Murphy LLC,595 Jackson Overpass,,Studio 7,W98 6EL,Danielstad,Worcestershire,England,,England,woodward-alexander.co.uk,1536442089.0,Single Site,patrickdyer@parkes-shaw.info,,Unknown,Unknown Industry,Unknown,9407451.0,original,1.0,"595 Jackson Overpass, , Studio 7",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2124,Williams Group,98 Bethany Oval,,Studio 10Z,E40 3FY,New Joshborough,,,,Not Specified,carey.com,1149144671.0,Head Office,georgecampbell@owen.com,1988-09-05,37.0,Health Care,200.0,1123271.0,original,1.0,"98 Bethany Oval, , Studio 10Z",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2786,"Jones, Anderson and Jones","Studio 38
Gregory Wall",,,S94 9AD,,Greater Manchester,England,Yorkshire And The Humber,England,mills.com,5179883431.0,,dean19@johnson.com,2013-12-05,12.0,Unknown Industry,100.0,3102676.0,original,1.0,"Studio 38
Gregory Wall",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2050,Clark-Davis,"Studio 73
Amy Crossing",,Flat 60W,N2 6YF,,West Yorkshire,,London,England,white.org,6206563915.0,Head Office,gchambers@farrell-brown.info,2010-07-03,33.0,Education,50.0,6198738.312358139,median_imputed,0.5,"Studio 73
Amy Crossing, , Flat 60W",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2353,"Kelly, Hill and Booth","Studio 89K
Joshua Walks",,,DE8 1UP,Lake Robin,Cornwall,England,West Midlands,England,thomas.com,2816780540.0,Single Site,maureenwright@price-evans.biz,2017-09-19,38.0,Education,Unknown,8695022.0,original,1.0,"Studio 89K
Joshua Walks",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2583,Kemp Inc,352 Caroline Row,,Studio 3,S8 3TJ,,,England,London,Not Specified,butler.net,Not Provided,Head Office,davisjasmine@burgess.com,,Unknown,Marketing,200.0,1843880.0,original,1.0,"352 Caroline Row, , Studio 3",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2142,Gilbert Ltd,23 Smith Glen,,,,Amberton,,England,London,England,rhodes.com,4866044635.0,Single Site,sward@bailey-hobbs.com,,5.0,Retail,Unknown,4711087.0,original,1.0,23 Smith Glen,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2470,Hurst Inc,"Studio 14I
Sally Dale",,Flat 93Q,,Daletown,Essex,England,North West England,Not Specified,smith-bailey.biz,Not Provided,,Not Provided,,39.0,Retail,50.0,6198005.0,original,1.0,"Studio 14I
Sally Dale, , Flat 93Q",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2399,"Banks, Morris and Hughes","Flat 71H
Lynne Parkway",,Studio 35W,,Port Patrick,Carmarthenshire,England,North West England,England,manning.com,6680274106.0,,Not Provided,2010-04-03,15.0,IT,100.0,8608923.0,original,1.0,"Flat 71H
Lynne Parkway, , Studio 35W",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2625,Evans Inc,"Flat 7
Sandra Meadows",,Flat 49E,W51 1XL,New Clifford,,England,North West England,England,savage-hughes.co.uk,2360685863.0,Branch,nevans@bentley-warren.info,,36.0,Unknown Industry,100.0,5079515.0,original,1.0,"Flat 7
Sandra Meadows, , Flat 49E",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2320,Young-Chapman,19 Fraser Freeway,,Studio 9,CV8 2ST,Lake Jodie,Suffolk,England,Yorkshire And The Humber,England,Unknown Domain,9972877616.0,,lambanthony@kaur.co.uk,2005-09-27,20.0,Retail,Unknown,5307726.0,original,1.0,"19 Fraser Freeway, , Studio 9",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2019,"Reid, Clarke and Hill",9 Benjamin Centers,,Studio 3,,,Warwickshire,,South East England,England,elliott-davies.com,1316939434.0,Single Site,abigail58@white.co.uk,2016-07-03,9.0,Unknown Industry,Unknown,5364698.0,original,1.0,"9 Benjamin Centers, , Studio 3",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2809,"James, Lawrence and Jones","Studio 5
Raymond Summit",,Flat 91O,S32 6LT,Fisherborough,,England,London,England,Unknown Domain,4206833685.0,Head Office,blakemohammad@gardiner.com,1990-04-26,46.0,Unknown Industry,Unknown,6195935.0,global_median,0.4,"Studio 5
Raymond Summit, , Flat 91O",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2790,Heath-Cole,553 Derek Forest,,Studio 46Z,G94 8LW,South Chloe,,England,,England,Unknown Domain,Not Provided,Branch,ndobson@white.co.uk,,15.0,Construction,50.0,5674715.233505092,model_imputed,0.6,"553 Derek Forest, , Studio 46Z",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2808,Jackson Ltd,"Studio 97
Bernard Harbors",,Studio 8,M9 2AE,Davisfort,Montgomeryshire,England,East Midlands,Not Specified,Unknown Domain,Not Provided,Head Office,Not Provided,,Unknown,Manufacturing,200.0,10549523.0,original,1.0,"Studio 97
Bernard Harbors, , Studio 8",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2407,Jones-White,0 Gail Drive,,Studio 6,L7F 0UX,North Yvonneshire,,,,England,Unknown Domain,2799421166.0,,Not Provided,1992-05-14,33.0,Health Care,200.0,3201056.0,original,1.0,"0 Gail Drive, , Studio 6",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2537,Green Group,"Studio 19
Allen Fords",,,IG1 8RW,Smithbury,,England,Yorkshire And The Humber,Not Specified,Unknown Domain,6346847727.0,,clarkscott@smith.net,1978-11-13,45.0,Unknown Industry,50.0,6198738.312358139,median_imputed,0.5,"Studio 19
Allen Fords",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2620,"Evans, Brown and Knowles","Studio 4
Middleton Avenue",,Flat 81,B2E 4QR,,West Midlands,England,London,England,smith-wilkinson.biz,4387413425.0,Branch,Not Provided,,28.0,Unknown Industry,Unknown,8729964.0,original,1.0,"Studio 4
Middleton Avenue, , Flat 81",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2038,Wells LLC,"Studio 41U
Simon Orchard",,,,Shannonland,,,,England,watson-howard.org,6335798870.0,Head Office,eric09@mcdonald.com,1977-06-16,7.0,Marketing,Unknown,5484383.078470862,median_imputed,0.5,"Studio 41U
Simon Orchard",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2175,Smith PLC,"Flat 2
Toby Wall",,Flat 2,M2 2TT,Juliahaven,Suffolk,England,East of England,England,Unknown Domain,4591591381.0,Single Site,iqbaljoan@gould.com,,Unknown,Automotive,200.0,1978112.0,original,1.0,"Flat 2
Toby Wall, , Flat 2",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2245,"Ward, Simpson and Jones",42 David Avenue,,Studio 04,E0 9XZ,,,,Yorkshire And The Humber,England,thomson.com,4632901346.0,,Not Provided,1990-02-01,18.0,Retail,20.0,9151075.0,original,1.0,"42 David Avenue, , Studio 04",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2828,"Jones, Davies and Bishop","Studio 04N
Smith Turnpike",,Studio 41M,SR8H 0GX,,Somerset,England,London,England,smith-wall.com,3434904669.0,Single Site,maureen43@taylor.info,,6.0,Construction,20.0,4882528.442998816,model_imputed,0.6,"Studio 04N
Smith Turnpike, , Studio 41M",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2667,Stephenson PLC,857 Burns Mills,,Studio 78,M55 9LD,North Jayland,,England,,England,Unknown Domain,Not Provided,Branch,kim22@watkins-lyons.com,,4.0,Unknown Industry,200.0,6970322.0,original,1.0,"857 Burns Mills, , Studio 78",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2754,Dyer-McDonald,"Flat 9
Jones Court",,Flat 8,,North Sarahmouth,Greater Manchester,,,England,Unknown Domain,Not Provided,,Not Provided,,Unknown,Transportation,Unknown,3133261.0,original,1.0,"Flat 9
Jones Court, , Flat 8",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2858,Fisher-Dawson,520 Mcdonald Pines,,Flat 9,L2 4LQ,,Wiltshire,England,West Midlands,England,Unknown Domain,1343913901.0,,claresmith@thomas-storey.biz,2016-08-31,14.0,Manufacturing,200.0,11354846.0,original,1.0,"520 Mcdonald Pines, , Flat 9",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2154,"Campbell, Miles and White",5 Ian Glen,,,LN2R 1QL,Lake Allan,Dundee City,England,,England,taylor.com,Not Provided,Head Office,Not Provided,,39.0,IT,200.0,7213902.0,original,1.0,5 Ian Glen,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2287,"Simmons, Parker and Robson",02 Catherine Stravenue,,,N56 7XE,Lake Leslie,Oxfordshire,England,,Not Specified,riley.com,4884092379.0,Single Site,kathrynthompson@martin.com,1978-03-16,41.0,Unknown Industry,Unknown,6195935.0,global_median,0.4,02 Catherine Stravenue,VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2602,Reid Group,842 Briggs Crossroad,,,,Harrietshire,,England,,England,warren-hartley.com,1767315133.0,,Not Provided,,2.0,Hospitality,20.0,3968580.0,original,1.0,842 Briggs Crossroad,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2569,"Smith, Howarth and Martin","Flat 0
Julian Island",,Flat 85,,West Lynda,South Lanarkshire,,,England,taylor.net,6081512854.0,Single Site,tony83@hughes.com,2012-12-11,13.0,Construction,100.0,4713925.0,median_imputed,0.5,"Flat 0
Julian Island, , Flat 85",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2743,Burton Ltd,29 Leon Way,,Studio 68G,,Port Iainfurt,,England,,Not Specified,long.com,4951247458.0,Head Office,leonardlord@lamb-birch.com,,Unknown,Health Care,100.0,2876945.0,original,1.0,"29 Leon Way, , Studio 68G",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2017,Jones-Davey,108 Davis Harbors,,Flat 21I,TW1W 0EH,Port Paul,Cheshire,England,London,England,reynolds.com,5206695477.0,Branch,marshleslie@harper-bates.net,,16.0,Health Care,200.0,5606980.0,original,1.0,"108 Davis Harbors, , Flat 21I",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2127,"Thomas, Webb and Powell","Flat 12
Mills Rapid",,Studio 64,W6 2YT,Sophieton,,,East Midlands,England,Unknown Domain,4597283878.0,,lmorley@evans.com,2012-07-02,13.0,Construction,Unknown,4025884.0,original,1.0,"Flat 12
Mills Rapid, , Studio 64",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2322,Baker-Long,42 Rita Canyon,,Studio 03G,,Lloydton,,,North West England,Not Specified,wilson-reeves.com,5107042860.0,Head Office,ajones@knight.com,,Unknown,Construction,50.0,3575158.0,original,1.0,"42 Rita Canyon, , Studio 03G",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2255,"Lambert, Doherty and Williams","Studio 39
Robert Underpass",,,SN96 1EQ,Lake Aaron,Scottish Borders,England,East of England,England,collins.co.uk,1741991542.0,Single Site,adrianryan@howard-conway.co.uk,,Unknown,Retail,100.0,5814098.203041362,model_imputed,0.6,"Studio 39
Robert Underpass",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
